news_id,company_id,tarih,kaynak,baslik,sentiment
N01045,F00519,2023-02-11,Hürriyet Ekonomi,"Yörünge Gıda A.Ş., Antalya'deki üretim kapasitesini artırmak için genişleme planlarını duyurdu.",olumlu
N01046,F00969,2026-06-17,Bloomberg HT,"Cevher Sistem Ltd. Şti., 2026 yılı genel kurul toplantısını Ankara'de gerçekleştirdi.",notr
N01047,F00702,2025-11-22,Hürriyet Ekonomi,"Toros Grup Ltd. Şti., yönetim kurulu üyeliklerinde değişikliğe gitti.",notr
N01048,F00702,2025-10-06,Hürriyet Ekonomi,Toros Grup Ltd. Şti. hakkında Ankara Ticaret Mahkemesi'nde alacaklılarla ilgili dava açıldığı öğrenildi.,olumsuz
N01049,F00702,2025-10-08,Bloomberg HT,"Toros Grup Ltd. Şti. yönetimi, 2025 yılı ilk yarısında cironun beklentilerin üzerinde arttığını bildirdi.",olumlu
N01050,F00492,2025-12-16,Sözcü,Vadi Yazılım Ltd. Şti. hakkında konkordato talebiyle ilgili haberler gündeme geldi.,olumsuz
N01051,F00492,2022-02-20,Hürriyet Ekonomi,"Vadi Yazılım Ltd. Şti., 2022 yılında Tarım sektöründe 112 milyon TL'lik yeni yatırım kararı aldığını açıkladı.",olumlu
N01052,F00492,2024-02-22,Bloomberg HT,"Vadi Yazılım Ltd. Şti., yönetim kurulu üyeliklerinde değişikliğe gitti.",notr
N01053,F00074,2024-07-14,Ekonomim,"Zirve Yapı Ltd. Şti., yeni ihracat pazarlarına açılarak uluslararası büyüme hedeflerini yükseltti.",olumlu
N01054,F00074,2025-12-19,Sözcü,"Zirve Yapı Ltd. Şti., yeni ihracat pazarlarına açılarak uluslararası büyüme hedeflerini yükseltti.",olumlu
N01055,F00981,2024-02-24,Dünya Gazetesi,"Erguvan Ticaret A.Ş., sektör raporlarında Perakende Ticaret alanındaki oyunculardan biri olarak yer aldı.",notr
N01056,F00588,2023-12-21,Ekonomim,"Aydın Kimya A.Ş., 2023 yılında Tekstil sektöründe 67 milyon TL'lik yeni yatırım kararı aldığını açıkladı.",olumlu
N01057,F00235,2025-01-15,Hürriyet Ekonomi,"Kıvılcım Kimya Ltd. Şti., 2025 yılında nakit akışı sorunları nedeniyle bazı ödemelerini erteledi.",olumsuz
N01058,F00215,2025-01-13,Bloomberg HT,"Bumerang Sistem Ltd. Şti., yönetim kurulu üyeliklerinde değişikliğe gitti.",notr
N01059,F00947,2025-11-08,Sözcü,"Bahar Danışmanlık A.Ş., 2025 yılı genel kurul toplantısını Denizli'de gerçekleştirdi.",notr
N01060,F00947,2025-11-02,Ekonomim,Bahar Danışmanlık A.Ş. hakkında konkordato talebiyle ilgili haberler gündeme geldi.,olumsuz
N01061,F00133,2025-11-08,Sözcü,"Rüzgar Teknoloji Ltd. Şti. yönetimi, sektördeki daralma nedeniyle küçülme kararı aldığını duyurdu.",olumsuz
N01062,F00133,2022-01-11,Hürriyet Ekonomi,"Rüzgar Teknoloji Ltd. Şti. yönetimi, 2022 yılı ilk yarısında cironun beklentilerin üzerinde arttığını bildirdi.",olumlu
N01063,F01156,2022-08-15,Sözcü,"Toros Yazılım Ltd. Şti. yönetimi, sektördeki daralma nedeniyle küçülme kararı aldığını duyurdu.",olumsuz
N01064,F01156,2023-02-06,Hürriyet Ekonomi,"Toros Yazılım Ltd. Şti., yönetim kurulu üyeliklerinde değişikliğe gitti.",notr
N01065,F00733,2024-05-20,Ekonomim,"Nokta Yazılım Ltd. Şti., 2024 yılı genel kurul toplantısını Ankara'de gerçekleştirdi.",notr
N01066,F00941,2023-08-09,Hürriyet Ekonomi,"Kervan Danışmanlık Ltd. Şti., sektör raporlarında Eğitim alanındaki oyunculardan biri olarak yer aldı.",notr
N01067,F00186,2022-06-17,Sözcü,"Bahar Danışmanlık A.Ş., yönetim kurulu üyeliklerinde değişikliğe gitti.",notr
N01068,F00186,2026-04-13,Bloomberg HT,"Bahar Danışmanlık A.Ş., sektör raporlarında Otomotiv alanındaki oyunculardan biri olarak yer aldı.",notr
N01069,F00186,2026-05-31,Hürriyet Ekonomi,"Bahar Danışmanlık A.Ş. yönetimi, 2026 yılı ilk yarısında cironun beklentilerin üzerinde arttığını bildirdi.",olumlu
N01070,F00042,2026-05-01,Sözcü,"Deniz Turizm A.Ş., 2026 yılı genel kurul toplantısını Samsun'de gerçekleştirdi.",notr
N01071,F00042,2026-02-26,Ekonomim,"Deniz Turizm A.Ş., 2026 yılında nakit akışı sorunları nedeniyle bazı ödemelerini erteledi.",olumsuz
N01072,F00109,2024-01-07,Sözcü,"Rüzgar Grup A.Ş., Antalya'deki üretim kapasitesini artırmak için genişleme planlarını duyurdu.",olumlu
N01073,F00109,2026-05-29,Sözcü,"Rüzgar Grup A.Ş., Antalya'deki üretim kapasitesini artırmak için genişleme planlarını duyurdu.",olumlu
N01074,F00849,2023-04-29,Dünya Gazetesi,"Çınar Otomotiv A.Ş., 2023 yılında Gıda ve İçecek sektöründe 51 milyon TL'lik yeni yatırım kararı aldığını açıkladı.",olumlu
N01075,F00569,2024-06-26,Hürriyet Ekonomi,"Damla Kimya Ltd. Şti., 2024 yılı genel kurul toplantısını Kayseri'de gerçekleştirdi.",notr
N01076,F00569,2026-06-03,Ekonomim,"Damla Kimya Ltd. Şti., yönetim kurulu üyeliklerinde değişikliğe gitti.",notr
N01077,F00651,2025-06-26,Dünya Gazetesi,"Rüzgar Holding Ltd. Şti., sektör raporlarında Kimya alanındaki oyunculardan biri olarak yer aldı.",notr
N01078,F00651,2024-08-06,Hürriyet Ekonomi,"Rüzgar Holding Ltd. Şti., 2024 yılında Kimya sektöründe 402 milyon TL'lik yeni yatırım kararı aldığını açıkladı.",olumlu
N01079,F01001,2023-11-17,Hürriyet Ekonomi,Bumerang Sistem Ltd. Şti. hakkında Ankara Ticaret Mahkemesi'nde alacaklılarla ilgili dava açıldığı öğrenildi.,olumsuz
N01080,F01166,2022-04-21,Ekonomim,"Deniz Makine Ltd. Şti., Ankara'deki üretim kapasitesini artırmak için genişleme planlarını duyurdu.",olumlu
N01081,F01166,2025-03-16,Ekonomim,"Deniz Makine Ltd. Şti., 2025 yılı genel kurul toplantısını Ankara'de gerçekleştirdi.",notr
N01082,F00484,2022-06-18,Hürriyet Ekonomi,"Doğuş Lojistik Ltd. Şti., İstanbul'deki üretim kapasitesini artırmak için genişleme planlarını duyurdu.",olumlu
N01083,F00484,2024-02-14,Ekonomim,"Doğuş Lojistik Ltd. Şti. yönetimi, sektördeki daralma nedeniyle küçülme kararı aldığını duyurdu.",olumsuz
N01084,F00484,2024-12-24,Dünya Gazetesi,"Doğuş Lojistik Ltd. Şti., 2024 yılında İnşaat sektöründe 102 milyon TL'lik yeni yatırım kararı aldığını açıkladı.",olumlu
N01085,F00469,2026-07-25,Dünya Gazetesi,"Deniz Enerji A.Ş., yönetim kurulu üyeliklerinde değişikliğe gitti.",notr
N01086,F00025,2022-03-21,Sözcü,"Çınar Otomotiv A.Ş., yeni ihracat pazarlarına açılarak uluslararası büyüme hedeflerini yükseltti.",olumlu
N01087,F00025,2022-09-10,Sözcü,"Çınar Otomotiv A.Ş. yönetimi, 2022 yılı ilk yarısında cironun beklentilerin üzerinde arttığını bildirdi.",olumlu
N01088,F00661,2024-03-25,Bloomberg HT,"Berrak Sistem A.Ş., sektör raporlarında Sağlık alanındaki oyunculardan biri olarak yer aldı.",notr
N01089,F00661,2023-09-20,Ekonomim,"Berrak Sistem A.Ş., yeni ihracat pazarlarına açılarak uluslararası büyüme hedeflerini yükseltti.",olumlu
N01090,F00661,2024-05-07,Bloomberg HT,"Berrak Sistem A.Ş., yeni ihracat pazarlarına açılarak uluslararası büyüme hedeflerini yükseltti.",olumlu
N01091,F00680,2026-01-24,Bloomberg HT,Meridyen Endüstri Ltd. Şti. hakkında konkordato talebiyle ilgili haberler gündeme geldi.,olumsuz
N01092,F00680,2022-11-21,Bloomberg HT,"Meridyen Endüstri Ltd. Şti., 2022 yılı genel kurul toplantısını İstanbul'de gerçekleştirdi.",notr
N01093,F00753,2025-05-04,Dünya Gazetesi,"Doruk Kimya A.Ş., 2025 yılı genel kurul toplantısını Samsun'de gerçekleştirdi.",notr
N01094,F00753,2026-03-30,Sözcü,"Doruk Kimya A.Ş., yönetim kurulu üyeliklerinde değişikliğe gitti.",notr
N01095,F00994,2023-03-16,Dünya Gazetesi,Doğuş Turizm Ltd. Şti. hakkında konkordato talebiyle ilgili haberler gündeme geldi.,olumsuz
N01096,F00367,2025-11-22,Sözcü,"Pusula Makine Ltd. Şti., 2025 yılında Tekstil sektöründe 320 milyon TL'lik yeni yatırım kararı aldığını açıkladı.",olumlu
N01097,F00840,2024-03-26,Hürriyet Ekonomi,"Çınar Grup A.Ş., 2024 yılı genel kurul toplantısını İstanbul'de gerçekleştirdi.",notr
N01098,F00840,2023-03-14,Bloomberg HT,"Çınar Grup A.Ş. yönetimi, sektördeki daralma nedeniyle küçülme kararı aldığını duyurdu.",olumsuz
N01099,F01053,2025-11-03,Hürriyet Ekonomi,Pusula Yapı Ltd. Şti. hakkında İstanbul Ticaret Mahkemesi'nde alacaklılarla ilgili dava açıldığı öğrenildi.,olumsuz
N01100,F00384,2022-08-12,Sözcü,"Ege Tekstil Ltd. Şti., 2022 yılında Gıda ve İçecek sektöründe 321 milyon TL'lik yeni yatırım kararı aldığını açıkladı.",olumlu
N01101,F00384,2024-05-24,Dünya Gazetesi,"Ege Tekstil Ltd. Şti., yönetim kurulu üyeliklerinde değişikliğe gitti.",notr
N01102,F00384,2025-12-18,Hürriyet Ekonomi,"Ege Tekstil Ltd. Şti., yönetim kurulu üyeliklerinde değişikliğe gitti.",notr
N01103,F00455,2025-02-12,Bloomberg HT,"Toprak Yapı Ltd. Şti. yönetimi, 2025 yılı ilk yarısında cironun beklentilerin üzerinde arttığını bildirdi.",olumlu
N01104,F00455,2025-05-19,Hürriyet Ekonomi,"Toprak Yapı Ltd. Şti., 2025 yılında Kimya sektöründe 145 milyon TL'lik yeni yatırım kararı aldığını açıkladı.",olumlu
N01105,F00265,2025-09-28,Hürriyet Ekonomi,"Nokta Kimya Ltd. Şti., sektör raporlarında Lojistik alanındaki oyunculardan biri olarak yer aldı.",notr
N01106,F00761,2026-07-01,Hürriyet Ekonomi,"Zirve Metal Ltd. Şti., Eskişehir'deki üretim kapasitesini artırmak için genişleme planlarını duyurdu.",olumlu
N01107,F00980,2026-04-16,Ekonomim,"Pusula Otomotiv A.Ş., yönetim kurulu üyeliklerinde değişikliğe gitti.",notr
N01108,F00445,2025-01-14,Dünya Gazetesi,"Zirve Tarım Ltd. Şti., 2025 yılı genel kurul toplantısını Denizli'de gerçekleştirdi.",notr
N01109,F00445,2022-07-05,Bloomberg HT,"Zirve Tarım Ltd. Şti., 2022 yılında Tarım sektöründe 389 milyon TL'lik yeni yatırım kararı aldığını açıkladı.",olumlu
N01110,F00396,2023-01-20,Sözcü,"Sahil Gıda Ltd. Şti., yeni ihracat pazarlarına açılarak uluslararası büyüme hedeflerini yükseltti.",olumlu
N01111,F00742,2023-10-27,Dünya Gazetesi,"Cevher Metal Ltd. Şti., 2023 yılında nakit akışı sorunları nedeniyle bazı ödemelerini erteledi.",olumsuz
N01112,F00177,2022-09-16,Sözcü,"Deniz İnşaat A.Ş. yönetimi, sektördeki daralma nedeniyle küçülme kararı aldığını duyurdu.",olumsuz
N01113,F00177,2022-08-15,Sözcü,"Deniz İnşaat A.Ş., yeni ihracat pazarlarına açılarak uluslararası büyüme hedeflerini yükseltti.",olumlu
N01114,F00019,2023-01-10,Hürriyet Ekonomi,"Toros Tarım A.Ş., 2023 yılında Bilişim ve Yazılım sektöründe 223 milyon TL'lik yeni yatırım kararı aldığını açıkladı.",olumlu
N01115,F00949,2026-01-23,Ekonomim,"Berrak Metal A.Ş., 2026 yılında nakit akışı sorunları nedeniyle bazı ödemelerini erteledi.",olumsuz
N01116,F00949,2025-06-02,Ekonomim,"Berrak Metal A.Ş., yönetim kurulu üyeliklerinde değişikliğe gitti.",notr
N01117,F00815,2024-08-29,Ekonomim,"Doruk Turizm Ltd. Şti. yönetimi, 2024 yılı ilk yarısında cironun beklentilerin üzerinde arttığını bildirdi.",olumlu
N01118,F00596,2023-11-23,Dünya Gazetesi,Toprak Grup A.Ş. hakkında konkordato talebiyle ilgili haberler gündeme geldi.,olumsuz
N01119,F00596,2026-07-29,Bloomberg HT,Toprak Grup A.Ş. hakkında Gaziantep Ticaret Mahkemesi'nde alacaklılarla ilgili dava açıldığı öğrenildi.,olumsuz
N01120,F00596,2025-03-06,Hürriyet Ekonomi,"Toprak Grup A.Ş., 2025 yılı genel kurul toplantısını Gaziantep'de gerçekleştirdi.",notr
N01121,F00062,2024-02-09,Ekonomim,"Cevher Teknoloji Ltd. Şti., 2024 yılı genel kurul toplantısını Gaziantep'de gerçekleştirdi.",notr
N01122,F00273,2025-07-04,Sözcü,"Sahil Tekstil Ltd. Şti., 2025 yılında Tekstil sektöründe 138 milyon TL'lik yeni yatırım kararı aldığını açıkladı.",olumlu
N01123,F01126,2024-11-13,Bloomberg HT,"Pusula Makine A.Ş., Gaziantep'deki üretim kapasitesini artırmak için genişleme planlarını duyurdu.",olumlu
N01124,F01126,2023-04-27,Hürriyet Ekonomi,"Pusula Makine A.Ş., 2023 yılında nakit akışı sorunları nedeniyle bazı ödemelerini erteledi.",olumsuz
N01125,F00279,2026-07-14,Bloomberg HT,"Berrak Tarım Ltd. Şti., Ankara'deki üretim kapasitesini artırmak için genişleme planlarını duyurdu.",olumlu
N01126,F00842,2024-12-26,Ekonomim,"Berrak Teknoloji Ltd. Şti., yeni ihracat pazarlarına açılarak uluslararası büyüme hedeflerini yükseltti.",olumlu
N01127,F00369,2022-09-10,Hürriyet Ekonomi,"Bumerang Turizm Ltd. Şti. yönetimi, sektördeki daralma nedeniyle küçülme kararı aldığını duyurdu.",olumsuz
N01128,F00369,2022-04-08,Dünya Gazetesi,"Bumerang Turizm Ltd. Şti. yönetimi, 2022 yılı ilk yarısında cironun beklentilerin üzerinde arttığını bildirdi.",olumlu
N01129,F00887,2022-07-12,Hürriyet Ekonomi,"Aydın Endüstri Ltd. Şti., İzmir'deki üretim kapasitesini artırmak için genişleme planlarını duyurdu.",olumlu
N01130,F01015,2024-08-23,Sözcü,"Mavera Lojistik A.Ş., 2024 yılında Lojistik sektöründe 164 milyon TL'lik yeni yatırım kararı aldığını açıkladı.",olumlu
N01131,F00860,2023-01-14,Hürriyet Ekonomi,"Çınar Endüstri Ltd. Şti. yönetimi, sektördeki daralma nedeniyle küçülme kararı aldığını duyurdu.",olumsuz
N01132,F00721,2022-01-11,Hürriyet Ekonomi,"Nokta Holding Ltd. Şti., sektör raporlarında Finans ve Sigorta alanındaki oyunculardan biri olarak yer aldı.",notr
N01133,F00826,2023-03-23,Hürriyet Ekonomi,Umut Metal A.Ş. hakkında İzmir Ticaret Mahkemesi'nde alacaklılarla ilgili dava açıldığı öğrenildi.,olumsuz
N01134,F00826,2022-10-20,Dünya Gazetesi,"Umut Metal A.Ş. yönetimi, sektördeki daralma nedeniyle küçülme kararı aldığını duyurdu.",olumsuz
N01135,F00548,2023-05-31,Bloomberg HT,"Yörünge Turizm Ltd. Şti. yönetimi, 2023 yılı ilk yarısında cironun beklentilerin üzerinde arttığını bildirdi.",olumlu
N01136,F00880,2026-08-26,Bloomberg HT,"Kervan Otomotiv A.Ş. yönetimi, 2026 yılı ilk yarısında cironun beklentilerin üzerinde arttığını bildirdi.",olumlu
N01137,F00900,2024-06-21,Hürriyet Ekonomi,"Bereket Endüstri Ltd. Şti., 2024 yılında Perakende Ticaret sektöründe 120 milyon TL'lik yeni yatırım kararı aldığını açıkladı.",olumlu
N01138,F00457,2024-08-30,Hürriyet Ekonomi,"Toprak Danışmanlık Ltd. Şti., 2024 yılında Perakende Ticaret sektöründe 396 milyon TL'lik yeni yatırım kararı aldığını açıkladı.",olumlu
N01139,F00394,2025-11-09,Hürriyet Ekonomi,"Kıvılcım İnşaat A.Ş., yönetim kurulu üyeliklerinde değişikliğe gitti.",notr
N01140,F00676,2023-10-23,Ekonomim,"Bereket Yapı A.Ş., İstanbul'deki üretim kapasitesini artırmak için genişleme planlarını duyurdu.",olumlu
N01141,F00912,2026-02-10,Dünya Gazetesi,"Vadi Tekstil Ltd. Şti. yönetimi, 2026 yılı ilk yarısında cironun beklentilerin üzerinde arttığını bildirdi.",olumlu
N01142,F00965,2026-07-14,Sözcü,"Sahil Turizm A.Ş., yönetim kurulu üyeliklerinde değişikliğe gitti.",notr
N01143,F00376,2025-10-16,Sözcü,"Kaptan Holding A.Ş., yönetim kurulu üyeliklerinde değişikliğe gitti.",notr
N01144,F00376,2026-03-29,Bloomberg HT,"Kaptan Holding A.Ş., yeni ihracat pazarlarına açılarak uluslararası büyüme hedeflerini yükseltti.",olumlu
N01145,F00413,2025-05-12,Hürriyet Ekonomi,"Toros Lojistik Ltd. Şti., Ankara'deki üretim kapasitesini artırmak için genişleme planlarını duyurdu.",olumlu
N01146,F00413,2024-11-12,Sözcü,"Toros Lojistik Ltd. Şti., 2024 yılı genel kurul toplantısını Ankara'de gerçekleştirdi.",notr
N01147,F00413,2024-03-18,Sözcü,"Toros Lojistik Ltd. Şti., 2024 yılı genel kurul toplantısını Ankara'de gerçekleştirdi.",notr
N01148,F00075,2022-11-23,Dünya Gazetesi,"Erguvan Kimya A.Ş., 2022 yılında nakit akışı sorunları nedeniyle bazı ödemelerini erteledi.",olumsuz
N01149,F00075,2025-03-21,Bloomberg HT,"Erguvan Kimya A.Ş. yönetimi, sektördeki daralma nedeniyle küçülme kararı aldığını duyurdu.",olumsuz
N01150,F00075,2022-04-29,Dünya Gazetesi,"Erguvan Kimya A.Ş., 2022 yılı genel kurul toplantısını Ankara'de gerçekleştirdi.",notr
N01151,F01122,2022-03-01,Hürriyet Ekonomi,"Zirve Grup Ltd. Şti. yönetimi, 2022 yılı ilk yarısında cironun beklentilerin üzerinde arttığını bildirdi.",olumlu
N01152,F00863,2023-01-16,Sözcü,"Bumerang Teknoloji Ltd. Şti., 2023 yılında Metal ve Makine sektöründe 167 milyon TL'lik yeni yatırım kararı aldığını açıkladı.",olumlu
N01153,F00501,2022-05-08,Hürriyet Ekonomi,"Umut Grup Ltd. Şti., yönetim kurulu üyeliklerinde değişikliğe gitti.",notr
N01154,F00942,2025-11-16,Hürriyet Ekonomi,"Rüzgar Tekstil A.Ş., yeni ihracat pazarlarına açılarak uluslararası büyüme hedeflerini yükseltti.",olumlu
N01155,F00617,2026-08-22,Hürriyet Ekonomi,"Vadi Turizm A.Ş., sektör raporlarında Gıda ve İçecek alanındaki oyunculardan biri olarak yer aldı.",notr
N01156,F00617,2023-03-10,Sözcü,"Vadi Turizm A.Ş., sektör raporlarında Gıda ve İçecek alanındaki oyunculardan biri olarak yer aldı.",notr
N01157,F00115,2026-02-10,Ekonomim,"Vadi Teknoloji A.Ş. yönetimi, 2026 yılı ilk yarısında cironun beklentilerin üzerinde arttığını bildirdi.",olumlu
N01158,F00115,2022-03-22,Bloomberg HT,"Vadi Teknoloji A.Ş., yönetim kurulu üyeliklerinde değişikliğe gitti.",notr
N01159,F00115,2025-04-03,Sözcü,"Vadi Teknoloji A.Ş., 2025 yılında Lojistik sektöründe 298 milyon TL'lik yeni yatırım kararı aldığını açıkladı.",olumlu
N01160,F00418,2024-07-27,Dünya Gazetesi,"Nokta Metal A.Ş., Bursa'deki üretim kapasitesini artırmak için genişleme planlarını duyurdu.",olumlu
N01161,F00418,2026-07-19,Dünya Gazetesi,"Nokta Metal A.Ş., 2026 yılı genel kurul toplantısını Bursa'de gerçekleştirdi.",notr
N01162,F00418,2024-12-04,Hürriyet Ekonomi,Nokta Metal A.Ş. hakkında konkordato talebiyle ilgili haberler gündeme geldi.,olumsuz
N01163,F00602,2026-06-06,Bloomberg HT,"Kaptan Teknoloji Ltd. Şti. yönetimi, 2026 yılı ilk yarısında cironun beklentilerin üzerinde arttığını bildirdi.",olumlu
N01164,F00602,2022-09-17,Ekonomim,"Kaptan Teknoloji Ltd. Şti., 2022 yılında Enerji sektöründe 75 milyon TL'lik yeni yatırım kararı aldığını açıkladı.",olumlu
N01165,F00605,2025-03-10,Hürriyet Ekonomi,"Umut Lojistik A.Ş., Ankara'deki üretim kapasitesini artırmak için genişleme planlarını duyurdu.",olumlu
N01166,F00090,2025-01-10,Bloomberg HT,"Deniz Otomotiv A.Ş., sektör raporlarında Turizm ve Konaklama alanındaki oyunculardan biri olarak yer aldı.",notr
N01167,F01149,2025-03-15,Bloomberg HT,"Cevher Otomotiv A.Ş., 2025 yılı genel kurul toplantısını Trabzon'de gerçekleştirdi.",notr
N01168,F00499,2022-02-01,Sözcü,"Umut Gıda Ltd. Şti., 2022 yılı genel kurul toplantısını İstanbul'de gerçekleştirdi.",notr
N01169,F00499,2023-04-05,Ekonomim,"Umut Gıda Ltd. Şti., yeni ihracat pazarlarına açılarak uluslararası büyüme hedeflerini yükseltti.",olumlu
N01170,F00876,2024-01-07,Sözcü,"Umut Lojistik Ltd. Şti., 2024 yılı genel kurul toplantısını Mersin'de gerçekleştirdi.",notr
N01171,F00876,2024-03-17,Hürriyet Ekonomi,"Umut Lojistik Ltd. Şti., 2024 yılı genel kurul toplantısını Mersin'de gerçekleştirdi.",notr
N01172,F00927,2025-10-29,Sözcü,"Mavera Enerji A.Ş., 2025 yılı genel kurul toplantısını İstanbul'de gerçekleştirdi.",notr
N01173,F00927,2022-12-26,Sözcü,"Mavera Enerji A.Ş., 2022 yılında Metal ve Makine sektöründe 350 milyon TL'lik yeni yatırım kararı aldığını açıkladı.",olumlu
N01174,F00999,2025-12-23,Ekonomim,"Bahar Otomotiv Ltd. Şti., sektör raporlarında Gıda ve İçecek alanındaki oyunculardan biri olarak yer aldı.",notr
N01175,F00999,2023-03-16,Bloomberg HT,"Bahar Otomotiv Ltd. Şti., yönetim kurulu üyeliklerinde değişikliğe gitti.",notr
N01176,F00012,2024-08-18,Hürriyet Ekonomi,"Aydın Endüstri A.Ş., 2024 yılında Otomotiv sektöründe 324 milyon TL'lik yeni yatırım kararı aldığını açıkladı.",olumlu
N01177,F00012,2022-04-07,Bloomberg HT,"Aydın Endüstri A.Ş., yönetim kurulu üyeliklerinde değişikliğe gitti.",notr
N01178,F00397,2026-08-24,Sözcü,"Deniz Lojistik A.Ş., İstanbul'deki üretim kapasitesini artırmak için genişleme planlarını duyurdu.",olumlu
N01179,F00755,2025-06-12,Sözcü,"Çınar Gıda Ltd. Şti., 2025 yılı genel kurul toplantısını Antalya'de gerçekleştirdi.",notr
N01180,F00556,2023-05-25,Ekonomim,Ege Tarım A.Ş. hakkında konkordato talebiyle ilgili haberler gündeme geldi.,olumsuz
N01181,F00043,2026-07-31,Dünya Gazetesi,"Doruk Gıda A.Ş., 2026 yılında Perakende Ticaret sektöründe 35 milyon TL'lik yeni yatırım kararı aldığını açıkladı.",olumlu
N01182,F00168,2022-10-28,Sözcü,"Anka Turizm Ltd. Şti., 2022 yılında Tekstil sektöründe 418 milyon TL'lik yeni yatırım kararı aldığını açıkladı.",olumlu
N01183,F00417,2025-04-06,Bloomberg HT,Pusula Makine A.Ş. hakkında İstanbul Ticaret Mahkemesi'nde alacaklılarla ilgili dava açıldığı öğrenildi.,olumsuz
N01184,F00417,2023-04-17,Bloomberg HT,"Pusula Makine A.Ş., sektör raporlarında Kimya alanındaki oyunculardan biri olarak yer aldı.",notr
N01185,F00577,2024-12-30,Bloomberg HT,"Kaptan Otomotiv A.Ş., 2024 yılında nakit akışı sorunları nedeniyle bazı ödemelerini erteledi.",olumsuz
N01186,F00577,2023-03-07,Ekonomim,"Kaptan Otomotiv A.Ş. yönetimi, 2023 yılı ilk yarısında cironun beklentilerin üzerinde arttığını bildirdi.",olumlu
N01187,F00268,2023-01-30,Bloomberg HT,"Deniz Yapı A.Ş., sektör raporlarında Kimya alanındaki oyunculardan biri olarak yer aldı.",notr
N01188,F00268,2024-03-05,Sözcü,Deniz Yapı A.Ş. hakkında konkordato talebiyle ilgili haberler gündeme geldi.,olumsuz
N01189,F00808,2023-01-21,Sözcü,"Umut Kimya Ltd. Şti., 2023 yılı genel kurul toplantısını Mersin'de gerçekleştirdi.",notr
N01190,F00808,2026-05-26,Sözcü,"Umut Kimya Ltd. Şti., yeni ihracat pazarlarına açılarak uluslararası büyüme hedeflerini yükseltti.",olumlu
N01191,F00427,2026-04-06,Bloomberg HT,"Vadi Makine Ltd. Şti. yönetimi, 2026 yılı ilk yarısında cironun beklentilerin üzerinde arttığını bildirdi.",olumlu
N01192,F00691,2022-07-18,Hürriyet Ekonomi,"Mavera Metal A.Ş., sektör raporlarında Eğitim alanındaki oyunculardan biri olarak yer aldı.",notr
N01193,F00691,2024-04-01,Bloomberg HT,"Mavera Metal A.Ş. yönetimi, 2024 yılı ilk yarısında cironun beklentilerin üzerinde arttığını bildirdi.",olumlu
N01194,F00545,2025-07-24,Dünya Gazetesi,"Aydın Lojistik A.Ş., sektör raporlarında Lojistik alanındaki oyunculardan biri olarak yer aldı.",notr
N01195,F00545,2024-10-12,Dünya Gazetesi,"Aydın Lojistik A.Ş., Ankara'deki üretim kapasitesini artırmak için genişleme planlarını duyurdu.",olumlu
N01196,F01123,2024-11-17,Ekonomim,"Bahar Yapı Ltd. Şti. yönetimi, 2024 yılı ilk yarısında cironun beklentilerin üzerinde arttığını bildirdi.",olumlu
N01197,F00675,2023-09-23,Bloomberg HT,Ege Tekstil A.Ş. hakkında konkordato talebiyle ilgili haberler gündeme geldi.,olumsuz
N01198,F00690,2026-03-31,Dünya Gazetesi,"Berrak Turizm Ltd. Şti., yeni ihracat pazarlarına açılarak uluslararası büyüme hedeflerini yükseltti.",olumlu
N01199,F00690,2022-07-08,Ekonomim,"Berrak Turizm Ltd. Şti., 2022 yılı genel kurul toplantısını İstanbul'de gerçekleştirdi.",notr
N01200,F01055,2023-10-16,Ekonomim,"Umut Yazılım Ltd. Şti. yönetimi, sektördeki daralma nedeniyle küçülme kararı aldığını duyurdu.",olumsuz
N01201,F01055,2026-01-09,Hürriyet Ekonomi,Umut Yazılım Ltd. Şti. hakkında konkordato talebiyle ilgili haberler gündeme geldi.,olumsuz
N01202,F01055,2024-06-28,Hürriyet Ekonomi,"Umut Yazılım Ltd. Şti., Mersin'deki üretim kapasitesini artırmak için genişleme planlarını duyurdu.",olumlu
N01203,F01177,2023-05-12,Ekonomim,"Deniz Tarım A.Ş. yönetimi, 2023 yılı ilk yarısında cironun beklentilerin üzerinde arttığını bildirdi.",olumlu
N01204,F01033,2024-08-29,Bloomberg HT,"Mavera Danışmanlık Ltd. Şti., 2024 yılı genel kurul toplantısını İstanbul'de gerçekleştirdi.",notr
N01205,F01033,2025-11-09,Dünya Gazetesi,"Mavera Danışmanlık Ltd. Şti., İstanbul'deki üretim kapasitesini artırmak için genişleme planlarını duyurdu.",olumlu
N01206,F01033,2023-10-08,Sözcü,"Mavera Danışmanlık Ltd. Şti., sektör raporlarında Metal ve Makine alanındaki oyunculardan biri olarak yer aldı.",notr
N01207,F01035,2025-07-10,Hürriyet Ekonomi,Çınar Grup Ltd. Şti. hakkında konkordato talebiyle ilgili haberler gündeme geldi.,olumsuz
N01208,F00258,2025-07-07,Sözcü,"Umut Yazılım Ltd. Şti., yeni ihracat pazarlarına açılarak uluslararası büyüme hedeflerini yükseltti.",olumlu
N01209,F00258,2025-06-27,Sözcü,"Umut Yazılım Ltd. Şti., 2025 yılında Tekstil sektöründe 165 milyon TL'lik yeni yatırım kararı aldığını açıkladı.",olumlu
N01210,F00336,2023-01-04,Ekonomim,"Yörünge Ticaret Ltd. Şti., yeni ihracat pazarlarına açılarak uluslararası büyüme hedeflerini yükseltti.",olumlu
